,10-Left-Thalamus-Proper,1000-ctx-lh-unknown,1002-ctx-lh-caudalanteriorcingulate,1003-ctx-lh-caudalmiddlefrontal,1005-ctx-lh-cuneus,1006-ctx-lh-entorhinal,1007-ctx-lh-fusiform,1008-ctx-lh-inferiorparietal,1009-ctx-lh-inferiortemporal,1010-ctx-lh-isthmuscingulate,1011-ctx-lh-lateraloccipital,1012-ctx-lh-lateralorbitofrontal,1013-ctx-lh-lingual,1014-ctx-lh-medialorbitofrontal,1015-ctx-lh-middletemporal,1016-ctx-lh-parahippocampal,1017-ctx-lh-paracentral,1018-ctx-lh-parsopercularis,1019-ctx-lh-parsorbitalis,1020-ctx-lh-parstriangularis,1021-ctx-lh-pericalcarine,1022-ctx-lh-postcentral,1023-ctx-lh-posteriorcingulate,1024-ctx-lh-precentral,1025-ctx-lh-precuneus,1026-ctx-lh-rostralanteriorcingulate,1027-ctx-lh-rostralmiddlefrontal,1028-ctx-lh-superiorfrontal,1029-ctx-lh-superiorparietal,1030-ctx-lh-superiortemporal,1031-ctx-lh-supramarginal,1034-ctx-lh-transversetemporal,1035-ctx-lh-insula,11-Left-Caudate,12-Left-Putamen,13-Left-Pallidum,14-3rd-Ventricle,15-4th-Ventricle,16-Brain-Stem,17-Left-Hippocampus,18-Left-Amygdala,2-Left-Cerebral-White-Matter,2000-ctx-rh-unknown,2002-ctx-rh-caudalanteriorcingulate,2003-ctx-rh-caudalmiddlefrontal,2005-ctx-rh-cuneus,2006-ctx-rh-entorhinal,2007-ctx-rh-fusiform,2008-ctx-rh-inferiorparietal,2009-ctx-rh-inferiortemporal,2010-ctx-rh-isthmuscingulate,2011-ctx-rh-lateraloccipital,2012-ctx-rh-lateralorbitofrontal,2013-ctx-rh-lingual,2014-ctx-rh-medialorbitofrontal,2015-ctx-rh-middletemporal,2016-ctx-rh-parahippocampal,2017-ctx-rh-paracentral,2018-ctx-rh-parsopercularis,2019-ctx-rh-parsorbitalis,2020-ctx-rh-parstriangularis,2021-ctx-rh-pericalcarine,2022-ctx-rh-postcentral,2023-ctx-rh-posteriorcingulate,2024-ctx-rh-precentral,2025-ctx-rh-precuneus,2026-ctx-rh-rostralanteriorcingulate,2027-ctx-rh-rostralmiddlefrontal,2028-ctx-rh-superiorfrontal,2029-ctx-rh-superiorparietal,2030-ctx-rh-superiortemporal,2031-ctx-rh-supramarginal,2034-ctx-rh-transversetemporal,2035-ctx-rh-insula,24-CSF,251-CC_Posterior,252-CC_Mid_Posterior,253-CC_Central,254-CC_Mid_Anterior,255-CC_Anterior,26-Left-Accumbens-area,28-Left-VentralDC,3-Left-Cerebral-Cortex,30-Left-vessel,31-Left-choroid-plexus,4-Left-Lateral-Ventricle,41-Right-Cerebral-White-Matter,42-Right-Cerebral-Cortex,43-Right-Lateral-Ventricle,44-Right-Inf-Lat-Vent,46-Right-Cerebellum-White-Matter,47-Right-Cerebellum-Cortex,49-Right-Thalamus-Proper,5-Left-Inf-Lat-Vent,50-Right-Caudate,51-Right-Putamen,52-Right-Pallidum,53-Right-Hippocampus,54-Right-Amygdala,58-Right-Accumbens-area,60-Right-VentralDC,62-Right-vessel,63-Right-choroid-plexus,7-Left-Cerebellum-White-Matter,72-5th-Ventricle,77-WM-hypointensities,8-Left-Cerebellum-Cortex,85-Optic-Chiasm
sub-132,0.016399488229187575,-0.18833383472309592,0.42140786162420585,-0.2621980758336442,1.290524361804562,0.012235192381955315,0.5602770674990193,0.22993650207939975,0.5361785628215285,-0.0711451536960337,1.873704711700056,1.1796647418639667,1.6527670645221904,0.8112811059688549,0.04072263409525354,-0.44073021132821627,0.18541031484999684,0.48261922636344456,0.6401155797335182,0.7917231170768587,2.0030945736854417,0.20511370332435458,0.4238024355075953,0.1292286319931567,0.10697857127621872,0.22724618017458065,0.700098725369299,0.17983002957125205,0.5436884814152075,0.029433468412997165,0.29385480626058014,0.03347027994386272,0.4213272939021602,0.6747829878504142,0.07328618558787343,-0.15323404549403924,-0.4046710414578711,-0.4547616975873538,-0.4639978270810515,0.31743597905790893,-0.46257881437724724,1.5829534516778978,-0.45896813856034085,0.23330193894460524,0.24737230715311817,1.7051420412911644,-0.5192989614255767,0.781951829322115,0.2642609721082585,0.5085024627763832,0.1270465009371269,1.9382240137770312,1.2943183677390848,1.7973637721284017,0.34018178951311767,0.6389125311943338,0.25685702092640406,0.2585009607905634,0.32218366219302486,0.25934681355521944,0.6525557221063643,2.0681921004541217,0.41625118968702485,0.07583194529271929,0.035871687106195226,0.2120400240870306,-0.2260182075807329,0.5474152432941993,0.19508209021514666,0.8229246635662036,-0.17705624880485102,0.6628440315000532,-0.184331394495284,0.022527564595478732,0.16909813355990738,0.07304100336124396,0.2752626579909765,0.3400528216633652,0.3703241942243404,0.5724918623646872,0.5990206257918601,0.32392408696423436,nan,nan,-0.4317561371278206,0.0781057411571212,1.7028595190734421,nan,0.04874722277454282,-0.3549100336094268,0.012750390023693011,0.7431273449926339,-0.23542299738278574,nan,-0.11603535166835027,0.24920930066446906,-0.39202246540886254,0.7666941180182911,0.4811968612444428,-0.3418738931878354,1.1927019159463645,nan,-0.5132233436464472,0.5434993615327344,,0.008935374341186122,0.9887903176068157,nan
sub-133,-0.1542246118948434,0.160621664937177,-0.06383506669693803,-0.023899937253968776,1.6241172941151372,0.014600364945680067,0.5679851148827575,0.7798894969100946,-0.17712757924566555,0.6762216766092307,2.1696129114628353,1.1386652752826931,1.975287217325053,0.39347084808855554,0.17650686649455644,0.2853622903459728,-0.09487521914049607,0.07149575620049053,0.9723829936653067,0.1674392655724428,1.5615270300387618,0.1667522324373436,0.4566243300470831,0.6816990977146972,0.8009883299409611,0.4025778608375655,0.49883687366427304,0.1626955469538213,0.9705554662854248,-0.01561150062241455,0.23075003598684032,0.0013343114697287745,0.41462948544844985,-0.0699701183031834,0.02912976196085625,0.22788940580588396,-0.3413580807329207,0.3031659193712673,0.16970409265646116,0.5387569707752516,0.030364809349474515,2.085910319532672,-0.09864895820676478,0.5503719175138198,0.5207131028113547,1.6470733754096998,-0.7439535193253303,0.6697822195438012,0.4104322162997605,0.0851389052117154,0.35713914001983466,1.7307845475318955,0.40170254879745354,1.7414121714948076,0.26820882123985224,0.8263898911429932,0.4500410813233532,0.0023812460488132994,0.4074857678510144,1.1330525997867074,0.2527895080696524,2.106508440936082,0.11299796964961575,-0.08243836097194407,0.5546103363555812,1.2878606012913343,-0.10413795825553958,0.4946208405396254,0.5334877461707553,0.708022732802843,0.5454766894009346,0.38090411236892024,0.19771840108200844,0.057178789513128665,-0.4828416544723627,-0.2698269406556566,-0.10935539191362303,-0.22197571165981006,-0.11038249327574155,0.3380133196408898,-0.9159619157960096,-0.2540915521614055,,,nan,0.9615537693438411,1.7859410850329331,,0.06292948225335583,-0.15674880891007348,0.27254093196185974,0.8223269942391601,-0.06267251916153836,nan,0.40503490032920425,-0.2804150727522764,-0.3216092469571901,-0.38426944045212974,-0.2137963435383622,0.7325122560264148,-0.6103100284333067,nan,nan,0.06333689827897974,,-0.22137809386245832,0.6522793369650102,nan
sub-134,0.3535731294381633,nan,-0.23462226365102992,0.2200164264851036,1.5834158416625759,0.12107137308045234,1.0004902884726605,0.9554885731348735,1.0088827876506352,0.31932407377998906,1.685032986213015,-0.2154393489045253,1.7301543861044386,0.2949618650526888,0.32600480340499577,-0.12284799246086464,0.06853213717642012,-0.11637019875127344,0.34976792240281296,0.18979252404084693,1.877115171503262,-0.8797468123669194,-0.11931783168759329,0.053997955688324474,0.04890579523126338,0.5455981326058053,0.055752349900520276,0.24594922807693262,1.533754836354554,0.22145612945328821,-0.1476200472509178,0.34064752175334967,-0.4205058155214762,0.07073544151784365,-0.45771243586827526,0.5051981609596534,-0.17341118787790474,-1.1499086559262897,-0.9380753555671457,0.3980452369354995,0.5607201032879132,1.653281638656166,nan,0.013779077343720303,-0.20822143429175394,1.5732781565040341,0.8953747049240735,0.8848295206304141,0.5285370170413404,0.23833293003434067,0.20897115743328715,1.7000520343792846,0.3868071096447088,1.5955107288640968,-0.3268290020699601,0.25300607454293433,0.21200379254967341,-0.059851438934259614,0.2779355773018989,-0.005648886635460097,0.10975195178980211,1.8933722595629847,-0.4671453549786281,0.17938345691661411,-0.3896581468755113,0.21132196275084866,0.7705338094720409,0.5969269003401019,0.24021950333963468,1.2753334406274244,0.3231891915359626,-0.0783805099948534,-0.6340802335054422,-0.2526234096750949,0.16467810194077942,0.2750922664115488,0.36306071218443037,0.6497159572114121,0.6621492725185859,0.507753857398131,0.5317389926363076,0.48748058527268134,,nan,-0.9214641691100074,0.059165966456818514,1.489540936577019,,0.33052261761603097,-0.268934043132247,-0.11823530284552373,0.7183037694238881,-0.09009584869374183,nan,0.2585120975004235,0.20205754838940107,-0.4237122759549344,0.556405883430329,-0.19854034833245315,0.8971941554754749,-0.3087718239030771,nan,0.4531595965850843,-0.8083889829551194,,0.4060002740249602,0.5388499861911614,
sub-136,-0.02290515631766717,-0.4544992095440216,-0.12178119730957045,0.4864425061552854,1.694168593669016,-0.4362103185904445,1.448604328286677,0.3582214646347289,0.6327297073495415,-0.2709563879709277,1.753262958662656,-0.1449818615699603,1.8370082519581419,-0.7646229210815951,0.2213112263823565,0.17585462880068922,0.11622740208391134,0.2383249689838157,-1.0796908235304146,-0.6062734660170563,2.007038332508696,0.15615158355215336,-0.25977934857352536,0.16258040710177682,0.4640624385535638,-0.2944930709157274,-0.2381433647410988,-0.29914222665575135,0.4905238083574635,0.14435904119488194,-0.16232784424435895,0.0846102782943447,0.0002082210344806675,0.8483822187146305,0.13644635007932754,-0.08857508909812419,0.21653828294585073,-0.5277248053918971,-0.18517276708281777,0.3382710944989167,-0.11062709689712687,2.0867803115596297,-0.13560888196830273,-0.19651786137076763,0.7820433611383892,1.364441656232374,0.30955646812959536,0.8129605690562441,1.049903996616517,0.466601598155973,-0.5533944125552082,1.698107638882172,-0.6165387802537541,1.981015627140458,-0.315305329737406,0.26567407746335414,0.2504896962109976,0.05114404359115336,0.6311996901303655,-0.30310520703203486,-0.2003870066188534,2.0240396100860725,0.23796250958377566,-0.34991520248387137,0.29880316636768833,0.39148731380592544,-0.058691275545776266,-0.2570740717642433,0.2178810380979155,0.46825932138405146,0.22051131493895348,0.23171807934818742,0.29209716433457744,-0.11539221990867557,-0.1297235991146173,-0.229124338865561,-0.4029278737434418,-0.3404432448115018,0.05507757562755633,0.5673228042002669,-0.34364155161048576,-0.1197707811627628,,nan,0.2944589129710014,0.04039473017985834,1.8808912620677882,,-0.08320054599348285,0.06444270170667286,0.3116230132977948,0.7927701831494923,-0.24084029714891053,nan,-0.2856147958803675,0.26733779623164605,0.06291679333489655,0.19365928123655837,0.2799576003725714,-0.34615791618594727,-0.12253758459729741,nan,nan,0.18448076115129436,,-0.05571916059982308,0.2689799197908122,-0.5429052930941222
sub-137,0.6963945481450189,0.03280828457079717,-0.10898792430422827,0.02230671825059344,1.671931126619299,0.7137861645819424,0.6035867606372151,0.5038539810574252,0.17002887574050854,0.611344675393844,1.5511355640440512,0.05517005760079501,1.544380803239345,-0.027176129542645536,0.4652069560673133,0.7715652961568547,0.3726783256195224,0.33562084477233084,0.4386656275620057,0.6585926132667388,2.046226981083057,0.053418046762565195,-0.12214156989078245,0.11249742470902713,0.5322460934496489,0.1941239630428565,-0.14019084622418437,0.07650161770778986,0.9938656909350563,0.34071507496725517,0.33034046578365034,-0.24977189025934615,0.6977988003603661,-0.4190202542211128,0.6679243681232488,-0.7379918602725885,0.9096279132544304,0.4640590999465019,0.341924648791298,0.07017401863637464,-0.05463322715995065,1.3839654055868562,-0.28322787111342085,-0.14717825068833296,-0.4968262535047237,1.66525769754996,0.022036203131801237,0.40437651670870045,-0.10598667011860922,-0.30464774922065363,0.8237443798603653,0.6198096787211764,-0.5479552110399473,1.779403372028895,-0.4151629981218968,-0.34493395400043825,0.4827463613558182,0.6536686216478246,-0.20669052241677502,-1.0761664721951034,-0.19858701024401934,2.0073136838330727,0.0795961675068175,0.01705372194405619,-0.10655311410146381,0.2467000346585767,-0.41976074777685063,-1.0843086586753532,-0.5757017335000916,-0.2943823554983687,-0.10133657674959208,-0.6607613143126518,-0.039827231306749,0.8693184099126116,0.6293835033600901,-0.20352877314804255,-1.3987396300291148,0.08558861083127511,0.30022364124490863,-0.26121345822224096,-0.2861937532609326,0.594284943450209,,,nan,0.18834905057315826,0.9314615253010564,,-0.21185287256265586,-0.6911591190040874,-0.21465050988988182,-0.5737383075199034,0.43789713819180925,-0.3080058172839385,0.2557236907871346,-0.6937802676579404,0.12503731434231097,-0.2542172151647455,-0.5093131660621789,0.22177461620421812,0.22299970616476344,nan,-0.21184247915312293,-0.25615068714301376,,0.05036713896731654,0.189305117340179,nan
sub-138,0.2537905275018465,nan,0.43180277065329403,-0.30020275992429896,1.7747584406406667,-0.17418777420405007,0.6658856260647811,-0.21939463062681155,0.42908682369071643,0.2157440990808047,1.520696738796363,0.09255721434962536,1.6235351316800857,0.19754540137241888,0.03632430224019586,-0.050370431989138625,0.5116198242329215,-0.003980459223190226,0.38438897445362324,0.06783916402879317,1.9213435671043246,0.17746153925559952,0.13236178561871992,0.19947507433427158,0.3683903625339455,0.08125000142230546,-0.24196410627050993,-0.2756703465479011,0.8577203372556917,0.04128019174354493,0.937826136551129,0.3683249424922595,0.49257358117238764,0.6909477332455188,0.5260410957117948,-0.27724227870558604,0.24074303154106189,0.11545034869618186,0.12348875135717378,0.6536692273876687,0.8389368705786622,1.4548521107793835,nan,0.1070169023136213,0.5850075435218718,1.6831412075166146,-0.14583543555621123,-0.3641789257299964,0.5247433954051004,-0.13111545705631322,0.03296932199649142,1.4899261867798255,0.05817785434759016,1.6124680898804626,0.213200254065393,0.43349110836595106,0.0621755846722692,-0.12716639551337713,0.3494078789117934,-0.24397920840996584,-0.07496284974605873,1.9526293429315906,0.5133379334769655,0.2940149537529586,0.2959396040621348,-0.29840846690400913,-0.14659978712758856,0.7911832972697217,0.12238994758842657,0.3784931118013316,0.5013042432588151,1.1127385152839118,0.050844633948028364,0.4912195940820773,0.6260421226067989,0.06828654805780622,0.21520142376420462,-0.16609663236905306,-1.0631625722988107,-0.4619075330950826,0.46320208411498065,-0.44565097471914555,,nan,-0.1701380919188515,0.23393127497936234,1.4675930915299198,,-0.3635658384814978,0.4004020225222342,-0.05392413629298474,-0.44192865822393423,0.4766743716836559,0.23014788593909474,0.18709445406727462,0.27881177575399746,0.9258370946552967,0.5403610560811377,-0.34078958454331226,-0.41744912984747107,0.4662526827523579,nan,-0.22199318677147645,-0.5816584526003943,,-0.07829450712577637,0.03999357027160226,nan
sub-139,-0.37945043445625126,0.3288281078763162,0.2623964261092068,-0.26747649209520963,1.9564208167367312,-0.3582047377091608,1.193974534599559,0.3773272989725333,0.24294537368343466,0.2984440565605073,1.6996367073566685,-0.24285975650257935,1.8257485453259412,0.5615045343794265,-0.5610532974552002,-0.2321299001332428,0.30154972258867596,0.15616138613328603,0.4526671666133279,0.17090131319218047,1.821183934210512,0.41596781997092075,0.12204381466696645,0.22240495638378913,0.558037788803363,0.5335322732175056,0.4320725373042088,-0.24175664238714803,1.1495437305347107,-0.4450306052898309,0.3204426504128663,0.06546615830162082,0.01977176402660895,-0.22115605615579165,-0.5145125120144635,-0.4368771003152878,0.5061857905410695,0.018828078715023955,0.6563421150734152,-0.6913680340486617,0.41108878234503093,1.965282994628693,nan,0.5650706164302416,-0.33757993138877584,1.8430233038240913,-0.15875685095822617,0.8183656036002985,0.1506912121932388,-0.10697804892274199,-0.436382842056866,1.1958452520841543,-0.21032600226132356,2.04032736032713,-0.3170419232884003,-0.2290473975815675,0.1867549121333464,-0.09430461420464427,-0.003065884041767594,0.3647483428623193,0.2923847820373529,1.8131736364306454,0.4954251022498333,-0.022117242910471797,-0.2949665030165159,0.5768270270568431,0.12262709073468543,0.008922444584825816,-0.2668413560079434,0.6801290349198019,0.11140815124248364,0.09183411062249436,0.7684246668332363,0.688413192887936,0.0868566346488094,-0.5224999900982249,-0.09964612225564064,0.3779559267713175,0.24620806592688943,-0.045434782484917134,0.7538492923225341,-0.15323736583792777,nan,nan,nan,0.13165987214510919,1.6542383411023769,,0.8701289026171187,nan,0.302146112733854,1.066967488542407,-0.14022354682459415,nan,0.6165378058496831,-0.05502901883132301,0.0021506614771392243,-0.18368470957656824,0.13574578710191235,-0.33084729604611823,0.8001730230524602,nan,nan,-0.4699958814509572,,0.9606383647797786,0.15120323234793542,nan
sub-142,0.20898026459841326,nan,-0.09036499259698108,0.2455037328842099,1.7940224256875419,0.12360165162294194,1.4219781575136552,0.6921339632413155,-0.03496976843637283,-0.03644629749264697,1.7343950884355037,0.3854375000988102,1.9584245073310023,-0.2251892552857972,0.22404548684171,-0.012642067612896166,0.1050059271333546,0.531739819540836,0.42106017761267034,0.7366158295381178,2.0873988574348736,0.23973077009293187,-0.04076484356725936,0.3275200210088411,0.6810239291490832,0.010121478638909064,0.5081836116322447,-0.2129235609578049,1.697962808279413,-0.2724217384155396,-0.21601591981066096,-0.22363238661195217,0.37940841232701783,-0.294437060576356,0.5209308419799599,0.10233335793028973,0.01586239671258217,-0.2878340779064502,0.05557076352195853,0.18782045227618097,0.6680789303726357,1.9122817897318158,-0.8027041191097395,-0.17043141043321686,0.8100792325996359,1.7738299290220814,0.19425672055966176,1.365983358246149,0.8894908329457814,0.7831342495017732,0.6689548113601541,1.5101244826689664,0.7172597553127348,2.0724972565125537,0.012583152560810036,0.34540065184016644,0.005472566006496778,0.2853285657433612,0.4366564932688631,0.6652144071107062,0.21806223525569543,2.1613214381029504,0.2843305473693201,-0.15760055786346372,0.43838859536110064,0.48761664984326464,1.1171425380819242,0.7374495272838559,0.5131145146013084,1.2562285277261247,0.20979265489789212,0.17688832994526155,-0.21307792447798787,0.4370547647350026,-0.20713299021123757,0.19731180792690023,-0.45644394556547324,0.1335048355002029,-0.21828187562717685,-0.738446320089189,0.8953667073237693,1.0692938754561483,,nan,nan,-0.42470221223484617,1.787678477367773,nan,-1.0712375499455875,nan,0.32312505248939283,1.4713995863110894,0.3037007897373547,nan,0.02939672325544655,0.7994970830765928,0.23985715890043943,0.47034981302324197,-0.2605473140880975,0.10232281211057873,-0.22548063619782574,,nan,0.64337228135524,,-0.11423522409897381,1.3998034905645007,nan
sub-143,-0.05098433505788791,0.03087667652587633,-0.32673618998452997,0.054077486339669974,1.829547136914752,1.1636763789694515,-0.10163410280048356,0.6849660603384824,0.4156217828605205,0.4098113030515033,1.7464781377419412,0.3890324590161571,1.9371953312712575,0.07783505551450472,0.08440199053059279,-0.39145890216580465,0.125631074977785,0.04275046428730595,0.6456598802957926,0.32233666191764054,2.0005537106661007,0.21820428524540753,0.06902660324570939,-0.048677365917298855,0.6184814014276704,0.3854754332621797,-0.05526356382169279,-0.2202062858693384,0.9460122579543631,0.08998440330660629,-0.20908064057592604,0.08021087053882238,0.20869860238168328,0.27375490163485827,0.12344053395417622,0.8875243689680468,0.03744617560737011,0.0670636076366888,-0.21445992160959348,-0.056468757800724,0.21052204785789055,1.869238979854413,nan,-0.3737648575724211,-0.2969133321340599,1.6697307037457676,0.02809518808534797,0.02941446743290546,-0.25690765155004297,-0.011974820975019432,-0.43309525846079583,1.5128486040976847,0.10321873493989367,1.7414350898940376,-0.2214466481037845,-0.5397018576751517,0.3751709214112131,-0.1864408239158005,-0.8429624505322333,-0.2874481962410886,-0.6872052381125604,2.1013045910211106,0.45341301280170637,-0.5876634970782975,-0.25381080339830914,0.18857167086576543,-0.2907626831441295,-0.45571633145363283,-0.5158587645185662,0.8585527546085833,-0.09163551394027424,0.05753695420235859,0.35092069508641355,-0.08717144288996344,0.2432852901890766,-0.4422756104250043,-0.32390771519071526,0.09024555207480518,0.04386763436703759,-0.17200318022811684,-0.2330727364128795,0.32441576599951544,,nan,0.3330312179781077,0.42432398421207485,1.873091018636456,,0.06797425297120177,-0.059805058967910926,-0.683473805230277,-0.24974766608234872,-0.25832589436369335,nan,0.18626494067233362,-0.03011587717204269,0.0023109031297618154,-0.4758329785218773,-0.7123307139112737,0.36327493310355996,-0.3540881828917039,,nan,-0.0421081452250977,,nan,-0.14417261419908844,nan
sub-144,0.3123261468167422,nan,-0.33893112911654794,-0.36304087291923565,1.9809441611076952,0.9737577321115625,0.5026362030867371,0.3099679389261485,-0.23999899238055478,0.4321142410508929,1.9310779391257786,0.6373675898027612,1.9995061777974432,0.20110089093045372,0.2190532819459871,0.46744233050891015,0.04304355932048829,-0.718076933494231,0.07615479136705881,-0.44318914900651213,1.9421364977282254,-0.5426185674424158,0.4319211671792873,0.10740450269083009,1.0601021562286668,-0.8482929777462452,-0.2529842426078778,-0.5584529937916419,0.7094644972241522,1.2167597770402332,-0.03548951868254165,0.23926227925126697,0.764868898235223,0.0062491921211442385,0.14446767774240982,-0.09412698693241739,0.23241083335962506,0.47027908539331703,0.33252681028423253,-0.5804631571132942,0.63263837612838,1.8015990993064626,0.2968013618687344,-0.5365452184930067,-0.060763876201283984,1.9753729307030519,0.1698540602964207,1.235363909103121,0.337391712060115,0.3227170874524824,0.1924628976039165,1.8200897917895544,0.2399088290559683,2.019990937763635,-0.11726898025432296,-0.13436168532386272,0.395015122077177,0.1111823683208025,-0.05986352644350965,0.11910932026931867,-0.398571963688287,2.0234811404884754,0.025466209048128963,-0.20736392523106625,0.07863795323996557,1.0697355737604188,-1.0222492618875108,-0.16061851192496696,-0.553447070299684,1.0691772033862834,0.21249616442726305,-0.12783371504291796,-0.14800292478377414,0.5613302478261807,-0.14353285700760335,-0.5329255252816623,-0.2583756656450683,0.11007227842301301,-0.013589396523713887,0.03459566050691875,-0.20832376525391122,-0.4606294471916314,nan,nan,nan,0.7213622658255555,1.7599627082205989,nan,0.38428746485669796,-0.14389386588986036,-0.8398561541977864,0.7289028823649581,-0.144974043388132,nan,0.33116776537162257,0.2949970248925619,-0.28972185815175633,0.18479499897291124,0.4134455341478916,0.28381793780538556,-0.08966864824537901,nan,nan,0.21187527999025813,,0.9661417896195419,0.60281244327345,nan
